title,url,vendor,topic,sockets,contains
GIGABYTE G293-Z40-AAP1 GPU Server Datasheet v1.0,https://download.gigabyte.com/FileList/DataSheet/G293-Z40-AAP1_datasheet_v1.0.pdf,Gigabyte,oem-manual,2P,"2U DP 8-GPU server, 2x LGA 6096 SP5; 24 DDR5 12-ch to 4800 MHz RDIMM/3DS; 8x PCIe Gen4 x16 FHFL GPU slots + 2x PCIe Gen5 x16 LP; BCM57416 10GbE; dual 3000W Titanium."
GIGABYTE G293-Z40-AAP1 Rev. 3.x HPC/AI Server Datasheet,https://download.gigabyte.com/FileList/DataSheet/G293-Z40-AAP1_rev3x_datasheet_v1.0.pdf,Gigabyte,oem-manual,2P,"2U DP 8x PCIe Gen4 GPU, 2x LGA 6096 SP5 EPYC 9005/9004 cTDP 210W (240W at 30C); 24 DDR5 12-ch (9005 6000 / 9004 4800 MT/s); 8x FHFL Gen4 x16 GPU + 2x LP; 4x Gen5 NVMe bays."
GIGABYTE MZ33-AR1 User Manual Rev. 3.0,https://download.gigabyte.com/FileList/Manual/server_manual_mz33ar1_e_v3.0.pdf,Gigabyte,oem-manual,1P,"E-ATX UP SP5 EPYC 9005/9004, 1x LGA 6096, 24 DIMMs 12-channel (9005 5200/4400/4000 MT/s; 9004 4800/3600), MCIO Gen5 connectors, cTDP 500W."
GIGABYTE MZ33-CP1 Rev. 3.x Datasheet v1.1,https://download.gigabyte.com/FileList/DataSheet/MZ33-CP1-rev3x_datasheet_v1.1.pdf,Gigabyte,oem-manual,1P,"E-ATX UP 1x SP5, 12 DDR5 DIMMs, 4x MCIO 8i Gen5 NVMe + 2x MCIO Gen4/SATA, 3x PCIe Gen5 x16 + 1x Gen4 x16 + OCP NIC 3.0 Gen5 x16."
GIGABYTE MZ33-CP1 User Manual Rev. 3.0,https://download.gigabyte.com/FileList/Manual/server_mb_manual_mz33-cp1_e_v3.0_.pdf,Gigabyte,oem-manual,1P,"E-ATX UP SP5 EPYC 9005/9004, 1x LGA 6096, 12 DIMMs 12-channel (9005 to 6400 MT/s, 9004 to 4800), memory population table, cTDP 500W."
GIGABYTE MZ72-HB0 User Manual Rev. 3.0,https://download.gigabyte.com/FileList/Manual/server_manual_MZ72-HB0_e_v3.0.pdf,Gigabyte,oem-manual,2P,"Opened 125-page PDF: dual SP3 EPYC 7003/7002, 16 DIMM 8ch DDR4-3200, cTDP 280W. MD72 is Intel LGA4189 (skipped); MZ72 is the AMD 2P SP3 board."
GIGABYTE MZ73-LM0 / MZ73-LM1 User Manual Rev. 1.0,https://download.gigabyte.com/FileList/Manual/server_manual_e_mz73lm0_lm1_e_v1.0.pdf,Gigabyte,oem-manual,2P,"Dual SP5 LGA 6096 EPYC 9004 DP boards: MZ73-LM0(R2) 4x PCIe Gen5 x16 + 2x MCIO 8i; MZ73-LM1(R1) 4x PCIe Gen4 x16 + 2x SlimSAS 8i; 24 DIMMs 12-channel, cTDP 400W."
GIGABYTE MZ73-LM0 Datasheet v2.0,https://download.gigabyte.com/FileList/DataSheet/MZ73-LM0_datasheet_v2.0.pdf,Gigabyte,oem-manual,2P,"E-ATX-like 304.8 x 335.2 mm dual EPYC 9004 SP5, 24 DDR5 RDIMM/3DS up to 4800 MHz, 4x PCIe Gen5 x16, 2x MCIO 8i Gen5 NVMe/SATA, SlimSAS 4i, BCM57416 10GbE."
GIGABYTE MZ73-LM0 Rev. 3.x Datasheet v1.1,https://download.gigabyte.com/FileList/DataSheet/MZ73-LM0-rev-3x_datasheet_v1.1.pdf,Gigabyte,oem-manual,2P,E-ATX DP 2x LGA 6096 SP5 EPYC 9005/9004 cTDP 400W; 24 DDR5 RDIMM 12-ch (9005 6400 / 9004 4800 MT/s); 4x PCIe Gen5 x16; 2x MCIO 8i Gen5 NVMe/SATA + SlimSAS 4i.
GIGABYTE MZ73-LM0 User Manual Rev. 3.0,https://download.gigabyte.com/FileList/Manual/server_manual_e_mz73lm0_e_v3.0.pdf,Gigabyte,oem-manual,2P,"E-ATX DP SP5 board for EPYC 9005/9004, 2x LGA 6096, 24 DDR5 DIMMs 12-channel (9005 to 6000 MT/s, 9004 to 4800), 4x PCIe Gen5 x16, 2x MCIO Gen5, cTDP 400W."
GIGABYTE MZ73-LM1 Datasheet v1.0,https://download.gigabyte.com/FileList/DataSheet/MZ73-LM1_datasheet_v1.0.pdf,Gigabyte,oem-manual,2P,"E-ATX-like dual EPYC 9004 SP5 LGA 6096, cTDP 300W; 24 DDR5 RDIMM/3DS to 4800 MHz; 4x PCIe Gen4 x16; 2x SlimSAS 8i Gen4 NVMe/SATA + SlimSAS 4i; BCM57416 10GbE."
GIGABYTE MZ73-LM1 Rev. 3.x Datasheet v1.1,https://download.gigabyte.com/FileList/DataSheet/MZ73-LM1-rev-3x_datasheet_v1.1.pdf,Gigabyte,oem-manual,2P,E-ATX DP 2x LGA 6096 SP5 for EPYC 9005/9004 cTDP 400W; 24 DDR5 RDIMM 12-channel (9005 6400 / 9004 4800 MT/s); 4x PCIe Gen4 x16; 2x SlimSAS 8i Gen4 NVMe/SATA + SlimSAS 4i; BCM57416 10GbE.
GIGABYTE MZ73-LM1 User Manual v3,https://download.gigabyte.com/FileList/Manual/server_manual_e_mz73lm1_e_v3.pdf,Gigabyte,oem-manual,2P,MZ73-LM1 dual EPYC 9005/9004 SP5 LGA 6096; 24 DIMM 12-channel DDR5 6400/4800 MT/s; 4x PCIe Gen4 x16 plus 2x SlimSAS 8i Gen4 x8/SATA and SlimSAS 4i SATA.
GIGABYTE MZ73-LM2 Datasheet Rev. 3.x v1.1,https://download.gigabyte.com/FileList/DataSheet/MZ73-LM2-rev-3x_datasheet_v1.1.pdf,Gigabyte,oem-manual,2P,"E-ATX DP 2x LGA 6096 SP5, EPYC 9005/9004 cTDP 500W, 24 DDR5 (6400/4800 MT/s), 4x PCIe Gen5 x16, 2x MCIO 8i Gen5, SlimSAS 4i, M.2 Gen5 x4."
GIGABYTE MZ73-LM2 User Manual v3.0,https://download.gigabyte.com/FileList/Manual/server_manual_e_mz73lm2_e_v3.0.pdf,Gigabyte,oem-manual,2P,MZ73-LM2 dual EPYC 9005/9004 SP5; 24 DIMM DDR5 12-ch; 4x PCIe Gen5 x16; 2x MCIO 8i Gen5 x8 or SATA from CPU1; cTDP 500W.
GIGABYTE R183-Z92-AAD3 Rev. 3.x Datasheet,https://download.gigabyte.com/FileList/DataSheet/r183-z92-aad3-rev-3x_datasheet_v1.0.pdf,Gigabyte,oem-manual,2P,"1U DP 12-bay SATA/SAS on MZ93-FS0, 2x LGA 6096 SP5 EPYC 9005/9004 cTDP 300W (400W with OCP <=21W at 30C); 24 DDR5 12-ch (6400/4800); 2x FHHL PCIe Gen5 x16 + 2x OCP NIC 3.0 Gen5 x16."
GIGABYTE R183-Z93-AAD1/AAV1 User Manual Rev. 1.0,https://download.gigabyte.com/FileList/Manual/sever_manual_r183_z93_e_v1.0.pdf,Gigabyte,oem-manual,2P,"1U DP EPYC 9004/9005 on MZ93-FS1; dual processor cTDP 300W (400W limited thermal, EPYC 9654); processor/memory matrix and DIMM population tables; 4-bay Gen5 NVMe/SATA/SAS-4."
GIGABYTE R283-Z91-AAV1 Rev. 3.x Datasheet,https://download.gigabyte.com/FileList/DataSheet/r283-z91-aav1-rev-3x_datasheet_v1.0.pdf,Gigabyte,oem-manual,2P,2U DP 12+2-bay Gen4 NVMe/SATA/SAS expander on MZ93-FS0; 2x LGA 6096 SP5 EPYC 9005/9004 cTDP 400W; 24 DDR5 12-ch (6400/4800); 6x FHHL PCIe Gen5 x16/x8 + 2x OCP NIC 3.0 Gen5 x16.
GIGABYTE R283-Z91-AAV2 Rev. 3.x Datasheet,https://download.gigabyte.com/FileList/DataSheet/r283-z91-aav2-rev-3x_datasheet_v1.0.pdf,Gigabyte,oem-manual,2P,2U DP 12+2-bay SATA/SAS expander on MZ93-FS0; 2x LGA 6096 SP5 EPYC 9005/9004 cTDP 400W; 24 DDR5 12-ch; onboard Broadcom SAS35x24R; 6x FHHL PCIe Gen5 x16 + 2x OCP NIC 3.0 Gen5 x16.
GIGABYTE R283-Z93-AAF1/AAL1 User Manual Rev. 1.0,https://download.gigabyte.com/FileList/Manual/server_manual_e_R283-Z93_v1.0.pdf,Gigabyte,oem-manual,2P,2U DP EPYC 9005/9004 SP5 user manual; dual processor cTDP 240W; NVMe from CPU_1 and SATA via CRS2810 from CPU_0/CPU_1; DIMM/PCIe layout and AAF1 Platinum vs AAL1 Titanium PSU SKUs.
GIGABYTE R283-Z93-AAL1 Rack Server Datasheet Rev. 3.x,https://download.gigabyte.com/FileList/DataSheet/r283-z93-aal1-rev-3x_datasheet_v1.0.pdf,Gigabyte,oem-manual,2P,"2U DP on MZ93-FS0, 2x LGA 6096 SP5 EPYC 9005/9004 cTDP 240W; 24 DDR5 12-ch (6400/4800 MT/s); 2x FHFL + 2x FHHL PCIe Gen5 x16; 2x OCP NIC 3.0 Gen5 x16; Titanium 2700W."
GIGABYTE R283-Z97-AAF1 Rack Server Datasheet,https://download.gigabyte.com/FileList/DataSheet/r283-z97-aaf1-rev-3x_datasheet_v1.0.pdf,Gigabyte,oem-manual,2P,"2U DP server on MZ93-FS1, 2x LGA 6096 SP5, 24 DDR5 DIMMs (9005 6400 / 9004 4800 MT/s), 2x FHFL + 2x FHHL PCIe Gen5 x16, 2x OCP NIC 3.0 Gen5 x16, cTDP 240W."
HPE ProLiant DL325 Gen11 QuickSpecs (a50004297enw PDF),https://www.also.com/ec/cms5/media/documents/1010_anbieter/hp_portal_1/products_solutions/hpe_servers_and_systems/hpe_proliant_gen11_1/en_11/hpe_proliant_dl325_gen11_quickspecs-a50004297enw.pdf,HPE,oem-manual,1P,"1U 1P EPYC 9004/9005 up to 160 cores 400W, DDR5 to 6400 MT/s, PCIe Gen5, 20 EDSFF E3.S, up to 2 DW or 4 SW GPUs; preconfigured 9124/9354P 8SFF SKUs."
HPE ProLiant DL345 Gen11 QuickSpecs (a50004298),https://www.hpe.com/us/en/collaterals/collateral.a50004298enw.html,HPE,oem-manual,1P,"2U 1P EPYC 9004/9005 up to 160 cores, DDR5 to 6400 MT/s / 3 TB, PCIe Gen5, up to 20LFF/34SFF/36 EDSFF; DIMM quantity per socket must be 1,2,4,6,8,10,or 12."
HPE ProLiant DL385 Gen11 QuickSpecs,https://www.hpe.com/us/en/collaterals/collateral.a50004300enw.html,HPE,oem-manual,2P,DL385 Gen11 2U 2P AMD EPYC 9004/9005; 24 DIMM DDR5 up to 6400 MT/s / 6TB; PCIe Gen5 up to 2x16 plus two OCP; 3xGMI 2P interconnect; 8 SW or 4 DW GPUs.
HPE ProLiant DL385 Gen11 QuickSpecs (a50004300enw PDF),https://www.also.com/ec/cms5/media/documents/1010_anbieter/hp_portal_1/products_solutions/hpe_servers_and_systems/hpe_proliant_gen11_1/en_11/hpe_proliant_dl385_gen11_quickspecs-a50004300enw.pdf,HPE,oem-manual,2P,2U 2P EPYC 9004/9005 up to 160 cores; 24 DIMMs 12 ch/CPU 1DPC to 6 TB (4800 MT/s 9004 / 6400 MT/s 9005); 160 PCIe 5.0 lanes with 3xGMI default; points to Gen11 AMD memory-population rules.
HPE ProLiant DX385 Gen11 QuickSpecs (a50006976),https://www.hpe.com/us/en/collaterals/collateral.a50006976enw.html,HPE,oem-manual,2P,"2U 2P EPYC 9004, 24 DIMMs 12 ch/CPU 1DPC to 6 TB at 4800 MT/s, 160 PCIe 5.0 lanes with 3xGMI default, no x4/x8 mix; points to Gen11 AMD memory-population rules."
HPE Server memory population rules for ProLiant Gen11 AMD EPYC 8004/9004 (a50007481),https://cdn.iceshop.nl/objects/mmo_112215065_1754572978_7414_1069532.pdf,HPE,oem-manual,1P/2P,"DDR5-4800 1DPC rules: 9004 uses 12 channels / up to 24 DIMMs in 2S (DL365/DL385 24-slot figure); 8004 uses 6 channels 1S; DIMM population-order tables, NPS1/2/4 NUMA, interleaving, no RDIMM/LRDIMM/3DS/x4-x8 mix."
Inventec K885G6 AMD EPYC 9004 Product Brief,https://ebg.inventec.com/en/tool-download/product_files/file/139/Inventec_K885G6_EN_PB_v2_20241,Inventec,oem-manual,2P,2U1N2P dual 4th Gen EPYC 9004 TDP 500W; 128 PCIe Gen5 lanes; up to 4x PCIe Gen5 x16 DW FHFL GPU; U.2/E3.S/E1.S storage SKUs; OCP 3.0; optional liquid cooling.
Inventec K905G6 2U4N8P EPYC 9004 Product Brief,https://www.tjc-jp.com/product/inventec_ebg/static/datasheet/K905G6%20product%20brief%2020230621.pdf,Inventec,oem-manual,2P,"Per-node dual SP5 SMLGA 6096 Genoa, 24 DDR5 DIMMs 12 ch @ 4800 MT/s 1DPC, 64 PCIe5 lanes with 4-link xGMI plus 8 bonus PCIe3; 2x GenZ + 2x MCIO + 1x MCIO cable + M.2; OCP 3.0 x16."
Inventec K905G6/G6P AMD EPYC 9005 Product Brief (20260126),https://ebg.inventec.com/en/tool-download/product_files/file/208/Inventec_K905G6_G6P_20260126,Inventec,oem-manual,2P,2U4N8P/2U2N4P dual SP5 LGA 6096 Turin to 160 cores/400W; 24 DDR5 1DPC to 6400 MT/s (3 TB/node); 64 PCIe5 lanes with 4-link xGMI3 32 GT/s plus 8 bonus PCIe3; OCP 3.0 x16.
Jabil J421E-S MHS 2U Single-Socket SP5 Datasheet,https://www.jabil.com/dam/jcr:ec24aef5-fd07-43a1-945d-0298f26611e1/Maverick_09272024-J421E-S_%20R1_Datasheet%20-%20FINAL.pdf,Jabil,oem-manual,1P,"DC-MHS 2U 1x EPYC Zen 5 SP5 to 500W, 24 DDR5 slots 12 ch (5200 1DPC / 4400 2DPC, 6–9 TB), 6x FHFL PCIe Gen5 or 3x DW GPU, 2x OCP 3.0, 8x MCIO x8 NVMe, DC-SCM v2.0."
Configuring AMD xGMI Links on the Lenovo ThinkSystem SR665 V3 Server (LP1852),https://lenovopress.lenovo.com/lp1852.pdf,Lenovo,oem-manual,2P,Opened 15-page PDF: GMI CCD-to-IOD plus xGMI socket-to-socket; EPYC 9004 up to 4× xGMI 32Gbps; SR665 V3 cable mux converts one xGMI to 2× PCIe5 x16 (4-link vs 3-link). Distinct Lenovo Press URL from AMD hub 70613 already in CSV.
Lenovo ThinkSystem SD665 V3 Neptune DWC Product Guide LP1612,https://lenovopress.lenovo.com/lp1612.pdf,Lenovo,oem-manual,2P,"Half-wide 1U water-cooled tray with two independent 2S nodes, EPYC 9005/9004 up to 160 cores / 400W, 24 DIMMs per node; single-processor-per-node not supported."
Lenovo ThinkSystem SD665-N V3 Datasheet DS0153,https://lenovopress.lenovo.com/ds0153.pdf,Lenovo,oem-manual,1P/2P,1x or 2x 5th Gen EPYC per node; up to 3.0 TB via 24x 128 GB 6400 MHz TruDDR5; NVIDIA HGX H100/H200 4-GPU; ConnectX-7 PCIe Gen5 mezz; DW612S 6U enclosure.
Lenovo ThinkSystem SD665-N V3 Hardware Maintenance Guide,https://pubs.lenovo.com/sd665-n-v3/sd665_n_v3_hardware_maintenance_guide.pdf,Lenovo,oem-manual,1P/2P,DIMM channel map around both SP5 processors (slots 1-24); 8/12 DIMM per CPU independent-mode population tables; water-loop DIMM comb/tool install; PCIe/SATA drive-cage routing.
Lenovo ThinkSystem SD665-N V3 memory module installation rules and order,https://pubs.lenovo.com/sd665-n-v3/memory_module_installation_order,Lenovo,oem-manual,1P/2P,"HTML DIMM tables: 8 or 12 DIMMs per processor independent mode; 16-DIMM (slots 2,4,5-9,11 + 14,16-21,23) and 24-DIMM full populate; identical DIMMs required; no mixing capacity/type/brand."
Lenovo ThinkSystem SD665-N V3 Product Guide LP1613,https://lenovopress.lenovo.com/lp1613.pdf,Lenovo,oem-manual,1P/2P,1U Neptune tray with one or two 5th Gen EPYC 9005 plus 4x NVIDIA H200; 24 TruDDR5 slots; DW612S mix order with SD665/SD650 families; processor/memory option tables.
Lenovo ThinkSystem SD665-N V3 System Configuration Guide,https://pubs.lenovo.com/sd665-n-v3/sd665_n_v3_system_configuration_guide.pdf,Lenovo,oem-manual,1P/2P,"Neptune DWC tray 7DAZ: processor 1/2 sockets, DIMM slots 1-12 and 13-24, PCIe Gen5 x16 connectors; memory module configuration chapter; GPU-node pairing in DW612S."
Lenovo ThinkSystem SR635 V3 Product Guide LP1609,https://lenovopress.lenovo.com/lp1609.pdf,Lenovo,oem-manual,1P,"1S 1U EPYC 9005 Turin / 9004 Genoa up to 160 cores / 400W, 12 DIMMs 12 channels 1DPC, PCIe 5.0; processor family tables and memory-speed notes."
Lenovo ThinkSystem SR635 V3 System Configuration Guide,https://pubs.lenovo.com/sr635-v3/sr635_v3_system_configuration_guide.pdf,Lenovo,oem-manual,1P,SR635 V3 1S 1U EPYC 9004/9005 SP5; 12 DIMM TruDDR5 4800/6400 including 256GB 3DS; cTDP up to 400W.
Lenovo ThinkSystem SR645 V3 memory module installation rules and order,https://pubs.lenovo.com/sr645-v3/memory_module_installation_order,Lenovo,oem-manual,1P/2P,"HTML population sequence for 1P (S1-S12) and 2P (S1-S24); example 12 DIMMs in two-processor order 7,19,6,18,9,21,4,16,8,20,5,17; independent memory mode slot map."
Lenovo ThinkSystem SR645 V3 Product Guide LP1607,https://lenovopress.lenovo.com/lp1607.pdf,Lenovo,oem-manual,2P,"2S 1U EPYC 9005/9004 up to 160 cores / 400W, 24 DIMMs, PCIe 5.0; machine types 7D9C/7D9D; one or two processors supported."
Lenovo ThinkSystem SR645 V3 System Configuration Guide,https://pubs.lenovo.com/sr645-v3/sr645_v3_system_configuration_guide.pdf,Lenovo,oem-manual,2P,SR645 V3 2S 1U EPYC 9004/9005 SP5 LGA 6096; 24 DIMM TruDDR5 4800/6400 including 3DS; up to 4 xGMI3 32 GT/s; TDP 400W.
Lenovo ThinkSystem SR655 V3 Server Product Guide (LP1610),https://lenovopress.lenovo.com/lp1610.pdf,Lenovo,oem-manual,1P,"Opened 142-page PDF: 1S 2U SP5, 5th Gen EPYC 9005 up to 160 cores / 400 W TDP and 4th Gen 9004 up to 128 cores / 360 W. Product guide (CSV has config guide, not this LP1610 PDF)."
Lenovo ThinkSystem SR655 V3 System Configuration Guide,https://pubs.lenovo.com/sr655-v3/sr655_v3_system_configuration_guide.pdf,Lenovo,oem-manual,1P,SR655 V3 1S 2U EPYC 9004/9005 SP5; 12 DIMM TruDDR5 4800/6400 3DS; cTDP up to 400W; 2U drive/PCIe expansion.
Lenovo ThinkSystem SR665 V3 Product Guide LP1608,https://lenovopress.lenovo.com/lp1608.pdf,Lenovo,oem-manual,2P,"2S 2U EPYC 9005/9004 up to 160 cores / 400W, PCIe 5.0 GPU/NVMe platform; machine types 7D9A/7D9B; OCP 3.0 x16 options."
Lenovo ThinkSystem SR665 V3 System Configuration Guide,https://pubs.lenovo.com/sr665-v3/sr665_v3_system_configuration_guide.pdf,Lenovo,oem-manual,2P,SR665 V3 2S 2U EPYC 9004/9005 SP5; 24 DIMM 12 ch/CPU 1DPC TruDDR5 4800/6400; up to 12 PCIe slots plus OCP; TDP up to 400W.
Lenovo ThinkSystem SR675 V3 Datasheet (DS0151),https://lenovopress.lenovo.com/datasheet/ds0151-lenovo-thinksystem-sr675-v3,Lenovo,oem-manual,1P/2P,SR675 V3 3U 1x or 2x EPYC 9004/9005; up to 6TB 24x DDR5 6400 12 ch/CPU 1DPC; up to 8 DW 600W GPUs PCIe Gen5 x16; OCP NIC 3.0.
Lenovo ThinkSystem SR675 V3 System Configuration Guide,https://pubs.lenovo.com/sr675-v3/sr675_v3_system_configuration_guide.pdf,Lenovo,oem-manual,1P/2P,SR675 V3 one or two EPYC 9004/9005 LGA 6096 SP5; 12 DIMM/CPU (24 total) TruDDR5 4800/6400; up to 14 PCIe x16 plus OCP; 4-DW/8-DW/SXM5 GPU models.
Lenovo ThinkSystem SR685a V3 Product Guide LP1910,https://lenovopress.lenovo.com/lp1910.pdf,Lenovo,oem-manual,2P,"8U air-cooled GenAI server: dual EPYC 9005 Turin plus eight high-performance GPUs, PCIe 5.0 GPU-CPU-network fabric; fully populated processors only."
ThinkSystem SD665 V3 Neptune DWC Tray Hardware Maintenance Guide,https://pubs.lenovo.com/sd665-v3/sd665_v3_hardware_maintenance_guide.pdf,Lenovo,oem-manual,2P,Per-node independent-mode population: 8 DIMMs/CPU (16/node) or 12 DIMMs/CPU (24/node); no mixing DIMM capacity/type/brand; DIMM comb replacement.
ThinkSystem SR635 V3 Hardware Maintenance Guide,https://pubs.lenovo.com/sr635-v3/sr635_v3_hardware_maintenance_guide.pdf,Lenovo,oem-manual,1P,DIMM coexist rules (no 9x4/3DS/x4-x8 mix); 9004 rejects 6400 MT/s RDIMMs; 12-channel population and 24Gbit DRAM firmware KAE108C note.
ThinkSystem SR645 V3 Hardware Maintenance Guide,https://pubs.lenovo.com/sr645-v3/sr645_v3_hardware_maintenance_guide.pdf,Lenovo,oem-manual,2P,"MT 7D9C/7D9D hardware replacement: memory module installation rules/order, PCIe adapter slot priorities, processor/heatsink procedures for dual EPYC 9004/9005."
ThinkSystem SR665 V3 Hardware Maintenance Guide,https://pubs.lenovo.com/sr665-v3/sr665_v3_hardware_maintenance_guide.pdf,Lenovo,oem-manual,2P,"MT 7D9A/7D9B: memory module installation rules and order, PCIe slots/adapters and slot priorities, cable routing, processor replacement for dual EPYC 9004/9005."
ThinkSystem SR675 V3 Hardware Maintenance Guide,https://pubs.lenovo.com/sr675-v3/sr675_v3_hardware_maintenance_guide.pdf,Lenovo,oem-manual,2P,"Independent memory-mode DIMM population tables for two processors; GPU model variants (4-DW, 8-DW, SXM5) hardware replacement and air-baffle rules."
ThinkSystem SR685a V3 Hardware Maintenance Guide,https://pubs.lenovo.com/sr685a-v3/sr685a_v3_hardware_maintenance_guide.pdf,Lenovo,oem-manual,2P,Memory-channel configuration table; fully populated processors only; identical capacity/rank per channel; processor air baffle and M.2 backplane procedures.
MSI CD270-S4051-X2 2U2N SP5 DC-MHS System Datasheet,https://devpl.elmark.com.pl/amfile/file/download/file/141414/product/94580/,MSI,oem-manual,1P,"2U2N, 1x LGA6096 SP5 EPYC 9004/9005 to 500W per node, 12 DDR5 1DPC to 6400 MT/s, OCP 3.0 Gen5 x16, 6x U.2 NVMe Gen5, DC-SCM and DC-MHS control-panel headers; block diagram labeled CPU0 Socket SP5."
MSI D4051 M-DNO Type-2 HPM Manual/Datasheet,https://devpl.elmark.com.pl/amfile/file/download/file/141390/product/94542/,MSI,oem-manual,1P,"DC-MHS M-DNO Type-2 HPM 305.59 x 210 mm, 1x LGA6096 SP5 EPYC 9004/9005 to 500W, 12 DDR5 1DPC to 6400 MT/s, 10x MCIO 8i Gen5, OCP 3.0 x16, DC-SCM 2.0, PICPWR map."
MSI D4056 AMD EPYC 9005/9004 M-DNO Type-4 HPM Datasheet,https://devpl.elmark.com.pl/amfile/file/download/file/141396/product/94545/,MSI,oem-manual,1P,"DC-MHS M-DNO Type-4 HPM 305.95 x 295 mm, 1x SP5 EPYC 9005/9004 to 500W, 24 DDR5 12 ch 2DPC to 5200 MT/s, 2x SFF-TA-1033 x16, 8x MCIO x8, 2x OCP 3.0, DC-SCM edge slot, PICPWR."
Quanta/Hyperscalers S6N D44N-1U EPYC 9004 Brochure,https://www.hyperscalers.com/image/catalog/!!Servers/S6N/S6N/S6N%20Brochure%20PDF.pdf,Quanta,oem-manual,1P,"1U EPYC 9004 to 400W, DC-SCM, up to 24 DDR5 4800 (brochure also lists a 24-DIMM 2-processor SKU table), 3–5x PCIe Gen5 x16 plus 2x OCP 3.0, 12x 2.5-inch or 16x E1.S NVMe."
A+ Server AS-1024US-TNR/TRT User's Manual (MNL-2287),https://www.supermicro.com/manuals/superserver/1U/MNL-2287.pdf,SuperMicro,oem-manual,2P,AS-1024US-TNR/TRT based on H12DSU-iN and CSE-819UTS-R1K02P-A; Dual AMD EPYC 7003/7002 in SP3 sockets; up to 8 TB ECC DDR4 3200 MHz RDIMM/LRDIMM/3DS/NVDIMM in 32 slots.
A+ Server AS-1114S-WN10RT User's Manual (MNL-2295),https://www.supermicro.com/manuals/superserver/1U/MNL-2295.pdf,SuperMicro,oem-manual,1P,AS-1114S-WN10RT on H12SSW-NTR; single EPYC 7003/7002 SP3; 10 NVMe; PCIe 4.0 x16 WIO risers RSC-WR-6 / RSC-W-66G4.
A+ Server AS-1115CS-TNR User's Manual (MNL-2579),https://www.supermicro.com/manuals/superserver/1U/MNL-2579.pdf,SuperMicro,oem-manual,1P,AS-1115CS-TNR based on H13SSW; Single AMD EPYC 9004/9005 Series processor in SP5 socket; 12 DIMM slots 1DPC up to 3 TB ECC DDR5/3DS RDIMM; PCIe 5.0 x16.
A+ Server AS-1115S-FWTRT/FDWTRT User's Manual (MNL-2660),https://www.supermicro.com/manuals/superserver/1U/MNL-2660.pdf,SuperMicro,oem-manual,1P,AS-1115S-FWTRT based on H13SVW-NT; Single AMD EPYC 8004 Series processor; up to 576 GB Registered ECC DDR5 4800 MT/s in six slots; PCIe 5.0 x16 slots.
A+ Server AS-1123US-TR4 User's Manual (MNL-1960),https://www.supermicro.com/manuals/superserver/1U/MNL-1960.pdf,SuperMicro,oem-manual,2P,AS-1123US-TR4 based on H11DSU-iN; Dual AMD EPYC 7001/7002 Series with SP3 sockets (7002 needs board rev 2.x); up to 4 TB DDR4-2666 or 8 TB DDR4-3200 ECC in 32 slots.
A+ Server AS-1124US-TNR/TNRP User's Manual (MNL-2286),https://www.supermicro.com/manuals/superserver/1U/MNL-2286.pdf,SuperMicro,oem-manual,2P,AS-1124US-TNR/TNRP based on H12DSU-iN; Dual AMD EPYC 7003/7002 Series in SP3 sockets (7003 drop-in needs BIOS 2.0+); up to 8 TB ECC DDR4 3200 MHz RDIMM/LRDIMM/3DS/NVDIMM in 32 slots.
A+ Server AS-1125HS-TNR User's Manual (MNL-2578),https://www.supermicro.com/manuals/superserver/1U/MNL-2578.pdf,SuperMicro,oem-manual,2P,AS-1125HS-TNR based on H13DSH; Dual AMD EPYC 9004/9005 series processors in SP5 socket; 24 DIMM slots 1DPC up to 6 TB ECC DDR5/3DS RDIMM.
A+ Server AS-1126HS-TN User's Manual (MNL-2730),https://www.supermicro.com/manuals/superserver/1U/MNL-2730.pdf,SuperMicro,oem-manual,2P,AS-1126HS-TN based on H14DSH and CSE-HS101; Dual AMD EPYC 9005/9004 Series processors in Socket SP5; 24 DIMM slots 1DPC up to 6 TB ECC DDR5/3DS RDIMM.
A+ Server AS-2024S-TR User's Manual (MNL-2431),https://www.supermicro.com/manuals/superserver/2U/MNL-2431.pdf,SuperMicro,oem-manual,2P,"AS-2024S-TR based on H12DSi-N6; Dual AMD EPYC 7002/7003 Series Processors, SP3; H12DSi-N6 supports up to 4 TB registered ECC DDR4-3200 SDRAM in 16 DIMM slots."
A+ Server AS-2024US-TNR/TRT User's Manual (MNL-2315),https://www.supermicro.com/manuals/superserver/2U/MNL-2315.pdf,SuperMicro,oem-manual,2P,AS-2024US-TNR/TRT on H12DSU-iN; dual EPYC 7002/7003 SP3; 32 DIMM up to 8TB DDR4-3200 RDIMM/LRDIMM/3DS/NVDIMM.
A+ Server AS-2025HS-TNR User's Manual (MNL-2591),https://www.supermicro.com/manuals/superserver/2U/MNL-2591.pdf,SuperMicro,oem-manual,2P,AS-2025HS-TNR 2U Hyper on H13DSH; dual EPYC 9004/9005 SP5 (MB rev 2.0+); 24 DIMM up to 6TB DDR5 6400 MT/s.
A+ Server AS-2124BT-HTR/HNTR User's Manual (MNL-2211),https://www.supermicro.com/manuals/superserver/2U/MNL-2211.pdf,SuperMicro,oem-manual,2P,AS-2124BT-HTR/HNTR BigTwin based on H12DST-B; Dual AMD EPYC 7003/7002 series processors in SP3 sockets per node; H12DST-B up to 4 TB ECC DDR4 3200 MHz.
